,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,id,cnt,
7133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,639,8,
2194,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,338,8,
1496,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275,8,
792,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,188,8,
3314,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,425,8,
6070,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,590,8,
398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,124,8,
5653,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,566,8,
160,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,55,8,
9275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,716,8,
5909,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,580,8,
2416,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,354,8,
1346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261,8,
730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184,8,
7652,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,660,8,
198,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,66,8,
1889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,320,8,
2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,339,7,
2636,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,369,7,
8114,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,673,7,
2510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,364,7,
1794,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,313,7,
6324,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,602,7,
1987,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,324,7,
2720,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,7,
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,154,7,
10183,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,748,7,
14839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,924,7,
5679,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,569,7,
4282,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,475,7,
18133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1009,7,
1635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,295,7,
875,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,195,7,
5353,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,545,7,
13242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,866,7,
12174,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,829,7,
155,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,7,
706,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,179,7,
1517,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,278,7,
1519,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,279,7,
2334,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,347,7,
6657,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,619,7,
3226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,418,7,
8737,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,697,7,
1584,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,290,7,
1597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,291,7,
3094,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,408,7,
4625,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,496,7,
2436,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,357,6,
2448,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,359,6,
6721,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,622,6,
5048,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,525,6,
4831,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,507,6,
6960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,630,6,
4113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,470,6,
6101,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591,6,
4233,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,473,6,
2613,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,367,6,
7161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,641,6,
3921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,460,6,
9147,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,709,6,
3843,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,457,6,
3750,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,452,6,
13578,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,880,6,
3466,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,434,6,
3306,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,423,6,
3270,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,421,6,
3227,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,419,6,
13278,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,868,6,
15648,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,6,
1066,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,222,6,
1923,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,322,6,
973,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,6,
1036,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,219,6,
397,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,123,6,
722,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,182,6,
475,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,142,6,
2193,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,337,6,
13814,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,888,5,
10541,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,759,5,
3339,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,427,5,
426,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,128,5,
6342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,604,5,
6391,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,605,5,
379,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,119,5,
6445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,607,5,
6483,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,610,5,
3124,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,410,5,
6742,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,623,5,
6901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,627,5,
14750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,921,5,
6148,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,593,5,
5920,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,581,5,
13558,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,879,5,
4478,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,488,5,
11820,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,818,5,
11722,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,815,5,
12289,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,831,5,
5134,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,535,5,
5141,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,537,5,
4526,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,491,5,
4423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,486,5,
13556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,878,5,
796,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,189,5,
5663,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,568,5,
1128,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,233,5,
5775,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,574,5,
559,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,161,5,
9678,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,726,5,
9679,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,727,5,
4931,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,519,5,
15588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,941,5,
8023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,671,5,
2759,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,381,5,
2732,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,378,5,
2311,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,345,5,
8992,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,705,5,
2777,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,382,5,
9074,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,707,5,
15368,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,936,5,
1745,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,309,5,
9140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,708,5,
2653,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,370,5,
5137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,536,4,
3563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,439,4,
1344,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,260,4,
20928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1073,4,
4590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,494,4,
20212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1059,4,
464,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139,4,
8141,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,674,4,
10828,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,767,4,
18058,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1006,4,
10900,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,768,4,
3684,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,447,4,
3702,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,448,4,
130,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,
1307,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,254,4,
1136,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234,4,
1071,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,224,4,
4218,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,472,4,
15805,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,945,4,
1070,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,223,4,
15873,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,946,4,
4083,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,467,4,
18438,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1017,4,
11342,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,795,4,
1267,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,251,4,
2465,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,361,4,
3845,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,458,4,
8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,689,4,
4443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,487,4,
2447,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,358,4,
17255,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,4,
50,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,25,4,
11552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,806,4,
4925,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,518,4,
25633,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1199,4,
6510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,611,4,
14953,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,926,4,
7091,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,637,4,
11896,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,822,4,
3003,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,398,4,
3007,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,4,
9959,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,738,4,
23280,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1137,4,
16808,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,966,4,
7676,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,662,4,
11624,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,812,4,
8179,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,675,4,
4789,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,504,4,
1106,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,230,4,
5099,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,532,4,
1414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,269,4,
4755,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,503,4,
22368,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1114,4,
14019,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,894,4,
4702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,498,4,
893,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,199,4,
20288,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1061,4,
8769,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,699,4,
6473,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,609,4,
10235,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,749,4,
8501,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,686,3,
5504,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,554,3,
4952,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,521,3,
5451,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,551,3,
882,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,196,3,
4967,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,522,3,
4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3,
25519,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1194,3,
21437,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1087,3,
909,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,204,3,
5061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,527,3,
11599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,810,3,
5299,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542,3,
8301,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,678,3,
9370,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,719,3,
11295,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,789,3,
10598,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,760,3,
6270,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,599,3,
20281,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1060,3,
29077,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1258,3,
8880,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,703,3,
349,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,114,3,
10135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,746,3,
6529,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,613,3,
6569,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,615,3,
7544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,654,3,
6587,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,616,3,
10005,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,742,3,
6719,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,621,3,
330,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,108,3,
305,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,3,
6952,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,628,3,
19723,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1046,3,
9385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,720,3,
10421,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,753,3,
7677,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,663,3,
25734,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1201,3,
140,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50,3,
11281,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,787,3,
25940,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1204,3,
5635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,562,3,
5656,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,567,3,
701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178,3,
694,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176,3,
11117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,779,3,
667,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,174,3,
21129,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1076,3,
8608,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,692,3,
128,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47,3,
19017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1028,3,
289,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,95,3,
10976,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,772,3,
10933,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,771,3,
6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,587,3,
10772,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,765,3,
15464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,939,3,
960,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,210,3,
11829,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,819,3,
21576,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1092,3,
14763,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,922,3,
1243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,249,3,
24403,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1166,3,
13281,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,869,3,
16653,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,962,3,
14986,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,927,3,
13126,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,862,3,
13373,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,875,3,
4054,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,465,3,
1740,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,308,3,
2792,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,384,3,
1790,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,312,3,
17957,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1003,3,
13013,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,853,3,
17264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,983,3,
1313,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,256,3,
1840,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317,3,
14272,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,902,3,
3146,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,412,3,
1563,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,287,3,
22448,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1116,3,
23465,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1145,3,
14481,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,909,3,
1533,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,283,3,
16945,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,973,3,
13581,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,881,3,
22290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1111,3,
14235,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,901,3,
14637,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,913,3,
14697,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,917,3,
24144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1158,3,
13599,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,883,3,
1831,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,316,3,
23423,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1143,3,
2543,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,366,3,
12109,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,826,3,
8435,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,684,3,
24941,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1177,3,
