,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,id,cnt,
12639,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,841,3,
2617,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,368,3,
4693,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,497,3,
1024,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,218,3,
12170,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,828,3,
12168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,827,3,
4747,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,502,3,
4885,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,511,3,
4896,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,513,3,
2379,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,350,3,
15059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,929,3,
15098,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,930,3,
2383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,351,3,
1904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,321,3,
9833,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,735,2,
27330,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1232,2,
26722,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1222,2,
19424,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1035,2,
15601,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,942,2,
15376,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,937,2,
23212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1135,2,
16735,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,964,2,
14710,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,918,2,
20091,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1054,2,
9969,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,739,2,
8536,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,687,2,
23360,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1141,2,
20831,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1071,2,
22775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1128,2,
9713,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,728,2,
16262,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,956,2,
15777,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,944,2,
9312,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,717,2,
8895,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,704,2,
16519,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,959,2,
15150,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,932,2,
19756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1047,2,
9156,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,710,2,
9179,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,712,2,
27502,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1237,2,
22489,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1118,2,
10114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,744,2,
16208,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,955,2,
8750,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,698,2,
22682,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1124,2,
15876,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,947,2,
19605,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1043,2,
15036,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,928,2,
19538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1040,2,
20033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1052,2,
19452,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1038,2,
16713,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,963,2,
15992,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,950,2,
9415,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,721,2,
9654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,725,2,
14798,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,923,2,
8826,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,701,2,
19675,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1044,2,
10259,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,750,2,
16821,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,968,2,
13082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,859,2,
17875,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1000,2,
13053,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,855,2,
17881,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1001,2,
13034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,854,2,
12950,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,851,2,
21283,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1081,2,
11316,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,793,2,
12909,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,850,2,
12879,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,849,2,
12826,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,848,2,
11382,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,797,2,
11388,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,798,2,
11459,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,800,2,
18416,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1016,2,
12815,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,847,2,
11533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,802,2,
12689,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,843,2,
11551,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,805,2,
25490,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1190,2,
12477,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,837,2,
12383,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,836,2,
11593,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,809,2,
12364,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,835,2,
12360,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,834,2,
18371,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1015,2,
21300,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1082,2,
11717,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,814,2,
11914,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,823,2,
22809,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1129,2,
11147,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,783,2,
21233,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1079,2,
10131,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,745,2,
13093,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,860,2,
14296,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,906,2,
14295,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,905,2,
23562,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1146,2,
22182,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1109,2,
17071,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,979,2,
11873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,821,2,
23665,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1148,2,
26631,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1221,2,
23742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1150,2,
26566,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1219,2,
13839,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,889,2,
10682,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,763,2,
17257,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,982,2,
13492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,877,2,
24295,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1163,2,
24311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1165,2,
11013,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,774,2,
19124,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1029,2,
18824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1027,2,
11021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,775,2,
11083,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,777,2,
17425,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,986,2,
13272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,867,2,
17466,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,987,2,
21734,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1096,2,
13148,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,863,2,
13108,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,861,2,
18534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1021,2,
11128,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,780,2,
8482,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,685,2,
5062,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,528,2,
20110,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1055,2,
29518,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1273,2,
1053,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,221,2,
5350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,544,2,
6197,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,596,2,
918,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,205,2,
4892,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,512,2,
1541,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,285,2,
2086,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,330,2,
6296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,601,2,
6437,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,606,2,
6459,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,608,2,
6563,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,614,2,
739,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186,2,
6610,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,617,2,
3789,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,455,2,
907,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,203,2,
8411,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,682,2,
1574,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,288,2,
6744,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,624,2,
6860,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,626,2,
827,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,192,2,
5244,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,540,2,
6953,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,629,2,
2130,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,333,2,
6150,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,594,2,
1087,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,228,2,
4089,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,468,2,
5617,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,560,2,
34950,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1357,2,
5599,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,559,2,
2413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,353,2,
5593,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,558,2,
32191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1310,2,
4380,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,483,2,
4536,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,492,2,
5546,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,556,2,
5925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,582,2,
2258,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,342,2,
4300,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,478,2,
1509,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,277,2,
5404,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,549,2,
2857,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,389,2,
2254,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,341,2,
6018,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,586,2,
1524,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,281,2,
1160,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,238,2,
1127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,232,2,
5371,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,547,2,
2322,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,346,2,
1626,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,294,2,
1659,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297,2,
3447,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,433,2,
7460,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,652,2,
279,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,94,2,
29162,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1261,2,
3414,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,432,2,
3411,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,431,2,
7567,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,657,2,
7611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,659,2,
247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,86,2,
246,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,85,2,
3216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,417,2,
28699,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1255,2,
231,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,79,2,
4845,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,508,2,
28446,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1253,2,
31616,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1304,2,
28251,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1251,2,
199,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,67,2,
156,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,54,2,
3389,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,430,2,
8215,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,677,2,
39,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,21,2,
3045,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,404,2,
4809,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,506,2,
7082,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,636,2,
7100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,638,2,
5122,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,534,2,
584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,165,2,
7018,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,632,2,
3072,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,405,2,
7026,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,634,2,
3586,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,442,2,
3567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,440,2,
31097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1296,2,
514,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,150,2,
2077,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,327,2,
1365,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,263,2,
7170,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,642,2,
501,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,2,
3521,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,436,2,
7298,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,647,2,
1705,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,301,2,
299,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,98,2,
1719,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,303,2,
22739,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1127,1,
35027,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1358,1,
22729,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1126,1,
22686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1125,1,
35042,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1360,1,
35058,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1361,1,
35028,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1359,1,
34344,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1345,1,
34940,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1356,1,
23435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1144,1,
23295,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1138,1,
23301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1139,1,
23308,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1140,1,
23381,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1142,1,
34000,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1341,1,
33890,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1340,1,
33843,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1339,1,
34145,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1343,1,
33704,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1338,1,
33588,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1337,1,
33406,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1336,1,
33346,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1335,1,
23612,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1147,1,
33337,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1334,1,
34093,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1342,1,
34316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1344,1,
34880,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1355,1,
34832,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1352,1,
22818,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1130,1,
22840,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1131,1,
22851,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1132,1,
34870,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1354,1,
23047,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1133,1,
34858,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1353,1,
34798,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1351,1,
23275,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1136,1,
34742,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1350,1,
23179,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1134,1,
34651,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1349,1,
34649,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1348,1,
34548,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1347,1,
34462,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1346,1,
22663,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1123,1,
35441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1368,1,
22567,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1122,1,
36083,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1380,1,
20968,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1075,1,
21205,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1077,1,
21206,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1078,1,
36047,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1379,1,
21269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1080,1,
36045,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1378,1,
35988,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1377,1,
35756,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1376,1,
21314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1083,1,
21327,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1084,1,
